X.1.	miR.001	miR.001	miR.002	miR.003	miR.004	miR.005	miR.006	miR.007	miR.008	miR.009	miR.010	miR.011	miR.012	miR.013	miR.014	miR.015	miR.016	miR.017	miR.018	miR.019	miR.020	miR.021	miR.022	miR.023	miR.024	miR.025	miR.026	miR.027	miR.028	miR.029	miR.030	miR.031	miR.032	miR.033	miR.034	miR.035	miR.036	miR.037	miR.038	miR.039	miR.040	miR.041	miR.042	miR.043	miR.044	miR.045	miR.046	miR.047	miR.048	miR.049	miR.050
452	[1]	-0.3882592	-0.3882592	0.221262	0.7033789	-0.3460568	0.6239824	0.2578551	-0.1566826	0.7034182	0.5004202	0.5703044	-0.4195904	0.4776269	0.524339	0.7080655	-0.4609325	0.4290941	-0.1427513	0.3445741	0.129358	-0.5646103	0.6040028	-0.32745	0.4777408	0.4899954	0.3515372	0.735029	0.4158272	-0.2292503	-0.2330461	0.3924082	-0.1600284	-0.4222164	-0.5688965	-0.4745785	0.5369046	-0.1250149	0.1180131	0.285431	0.4558864	0.7886028	0.2642617	0.5925886	0.6405782	0.5699797	0.5766626	0.02320776	-0.5475853	-0.3851629	-0.1164398	0.5468586
453	[1]	-0.06927035	-0.06927035	0.2157016	0.6384757	-0.4142688	0.7747631	0.2195955	0.1820286	0.7561616	0.6149924	0.4792491	-0.7192482	0.2128479	0.3533108	0.4602008	-0.4307343	0.09496404	-0.1776535	0.5705025	0.312479	-0.2080606	0.3409333	0.01989036	0.3179637	0.5541882	0.05516205	0.4980271	0.271672	-0.2285954	-0.3457441	0.1559542	-0.2748786	-0.5582753	-0.7705672	-0.6502367	0.3529565	-0.3940978	0.2779297	0.490787	0.3298126	0.6397513	0.1984375	0.6424582	0.5615867	0.4843814	0.6084585	0.2203928	-0.6350497	-0.1080772	0.1188599	0.2905762
454	[1]	0.1630039	0.1630039	0.1396095	0.4036169	-0.4362455	0.5332247	-0.05737321	0.2092473	0.5083477	0.5715639	0.4076265	-0.5882062	0.2086923	0.04811952	0.1738499	-0.4600438	0.04646061	0.03080482	0.2984451	0.1511566	0.04144992	0.28742	0.2812527	0.02512414	0.4030552	-0.2184774	0.2562608	0.3401794	-0.1838041	-0.314297	-0.01041142	-0.1288503	-0.3678098	-0.5549203	-0.4620901	0.08552177	-0.3932235	-0.0127504	0.1785719	0.0365511	0.3862285	0.02214787	0.2922898	0.1450623	0.3965329	0.5456941	0.06498689	-0.4236156	0.0230905	0.384103	-0.001808089
455	[1]	-0.1185385	-0.1185385	0.2359867	0.6568864	-0.3202919	0.7089064	-0.08917536	0.1287043	0.7931841	0.6497882	0.5013418	-0.628157	0.3845773	0.2614365	0.4933308	-0.3324275	0.2911941	-0.1481879	0.4746515	0.3618494	-0.3871421	0.4490339	-0.08554307	0.2107432	0.5443198	0.2388898	0.4753876	0.4567851	-0.1155035	-0.2105524	0.3657192	-0.2961102	-0.5077683	-0.6438075	-0.5569749	0.5192112	-0.3810791	0.1966873	0.3992959	0.3905791	0.7342128	0.3557064	0.5344481	0.5180526	0.5619992	0.5821703	-0.07962567	-0.4647938	-0.1129925	0.3099728	0.3639623
456	[1]	0.1853629	0.1853629	0.0232371	0.3860784	-0.3442989	0.6787911	-0.1113549	0.3247024	0.6682392	0.4789869	0.2018416	-0.6821955	-0.05454963	0.2228631	0.2042532	-0.2546038	-0.107089	-0.3019297	0.4962783	0.4379476	-0.08940783	0.04747171	0.1718117	0.05480767	0.5349814	0.0007225425	0.3374473	0.1073101	-0.08129005	-0.2661635	-0.02810733	-0.2073247	-0.6080417	-0.6974472	-0.6050964	0.2298933	-0.5144338	0.3936986	0.5055286	0.3026889	0.3756041	0.1365119	0.5510134	0.3711402	0.4196511	0.399561	0.2159244	-0.4939818	0.2500744	0.4051084	0.1009499
457	[1]	0.08412677	0.08412677	0.06370836	0.4016984	-0.2334914	0.6218255	-0.1388681	0.2570079	0.5760276	0.4763178	0.2434229	-0.5947427	0.01702136	0.05299428	0.2176668	-0.142844	0.02724529	-0.08985478	0.4412036	0.3996319	-0.07542754	0.1541655	0.1904116	-0.02070553	0.6068329	0.08264759	0.378722	0.1717178	-0.1750791	-0.2537406	0.1638151	-0.1746844	-0.4444936	-0.5790132	-0.549112	0.3215845	-0.4043666	0.3108378	0.4941526	0.2349756	0.4029669	0.1865334	0.4897469	0.4321106	0.432959	0.3176469	0.1683679	-0.3288059	0.1902891	0.3443821	0.04503704
458	[1]	-0.04104496	-0.04104496	-0.07372039	0.3191111	-0.1327917	0.3184673	0.1670263	0.08739685	0.2541181	0.1178604	0.1601275	-0.2968426	0.04871699	0.3040592	0.4002748	-0.1784784	0.2019565	-0.2777185	0.144488	0.2089878	-0.3732369	0.2589673	-0.07785271	0.2051068	0.4256023	0.1304169	0.4454416	-0.01700512	-0.3349349	-0.286361	0.1155851	-0.006543317	-0.299385	-0.2895159	-0.3304936	0.2734648	-0.03685159	0.1405584	0.2977735	0.1877014	0.3459592	0.1214152	0.3735992	0.546444	0.1634615	0.1974363	0.1751789	-0.4035597	-0.2287622	-0.2021698	0.1559929
459	[1]	-0.1950998	-0.1950998	-0.02609924	0.3788344	-0.1332109	0.3472067	-0.123381	-0.2337151	0.2899767	0.3576535	0.4072832	-0.2103111	0.441263	0.1965309	0.4708904	-0.2247165	0.2264848	-0.09535265	0.3254731	0.2267616	-0.2666998	0.4796217	-0.1032622	0.119529	0.358542	0.1073018	0.298493	0.4357446	-0.1760265	-0.2962574	0.3530565	-0.1697366	-0.1952265	-0.2939077	-0.2303929	0.1827317	-0.1435848	-0.09682367	0.09302953	0.2269945	0.4869524	0.2251855	0.1831041	0.3098867	0.3811299	0.3192158	0.02176092	-0.3129344	-0.2809688	-0.1035169	0.07190852
460	[1]	0.2213058	0.2213058	-0.1368509	-0.3773444	0.09779983	-0.3794332	0.1087761	0.1492475	-0.5140237	-0.3619016	-0.1634223	0.3646763	-0.0879239	-0.1827833	-0.2632339	0.2646743	-0.1635909	-0.250678	-0.1687181	-0.1996192	0.3850023	-0.07561919	0.1396125	-0.3765835	-0.3450665	-0.4848449	-0.3282799	-0.1867088	0.2994699	0.07701312	-0.2656011	0.1595376	0.1368405	0.4600934	0.1938294	-0.4204521	0.1418236	-0.4172857	-0.2952596	-0.4348094	-0.4003253	-0.2764231	-0.5420138	-0.299536	-0.3698968	-0.08550305	0.002093054	0.1278107	0.008412517	0.01156891	-0.3817194
461	[1]	0.1421228	0.1421228	0.1117385	0.2681436	-0.404377	0.6040786	-0.1792117	0.394516	0.5337196	0.5431818	0.2791029	-0.5420927	0.007272022	-0.009753695	0.09743102	-0.2656451	-0.128545	-0.0981524	0.4199375	0.2660372	0.1322128	0.06931722	0.2828921	-0.0004982597	0.316698	-0.181955	0.2344107	0.2071812	-0.07926812	-0.2260936	-0.07500616	-0.07201146	-0.3939102	-0.5243723	-0.438116	0.09146706	-0.4657167	0.1930054	0.3571242	0.01217153	0.3044294	0.1423841	0.3217982	0.09095173	0.3954531	0.4944816	-0.007037323	-0.303742	0.2528174	0.4672311	-0.02425334
462	[1]	-0.2260442	-0.2260442	0.06323423	0.09813988	-0.05833296	0.2033429	0.3175883	-0.01933087	0.06322083	0.04401246	0.2636297	-0.01917598	0.2139222	0.3096763	0.5109306	-0.04394964	0.1735797	-0.1647746	0.1411041	0.2116251	-0.1954213	0.3034228	-0.2259654	0.1522827	0.2028579	0.08845972	0.3440197	0.05201654	-0.1948975	-0.2247492	0.1511496	-0.0424371	-0.02294173	-0.06022462	-0.02530468	0.2688206	0.2032148	-0.004916057	0.1697673	0.03188378	0.3371898	0.1973519	0.2073955	0.2740017	0.1211435	0.1556413	0.01359425	-0.2223902	-0.4450092	-0.4383841	0.06774858
463	[1]	-0.1758616	-0.1758616	0.1760549	0.6412164	-0.2936825	0.6476335	0.1626272	0.03392762	0.6271232	0.4741094	0.4754912	-0.5994872	0.2863646	0.4171831	0.6619151	-0.3650036	0.2190344	-0.129287	0.4863861	0.2522138	-0.3806838	0.4373562	-0.05534613	0.3710768	0.5075319	0.1637637	0.538339	0.2448541	-0.3323679	-0.3753112	0.2328594	-0.2933742	-0.4448416	-0.6156403	-0.5400974	0.3681554	-0.2759864	0.1272785	0.4218009	0.354245	0.7318375	0.3280001	0.5393038	0.5850899	0.3899507	0.4824678	0.1901106	-0.566127	-0.260007	-0.1487575	0.2612531
464	[1]	-0.2336631	-0.2336631	0.1456899	0.3816894	-0.2624381	0.3494887	0.3259696	-0.009171373	0.3037793	0.2676439	0.4735643	-0.2292814	0.3107711	0.3856415	0.5562904	-0.309171	0.2196032	-0.1548713	0.2002661	0.05502543	-0.2741991	0.4948906	-0.1411843	0.2645849	0.2656484	0.05801094	0.4908462	0.2251202	-0.2795278	-0.2941791	0.1758331	-0.152339	-0.2152026	-0.2571355	-0.2759599	0.2364943	-0.03049651	-0.04094958	0.2906335	0.07754057	0.4981939	0.165102	0.2851074	0.3920581	0.3168121	0.4585746	0.05079446	-0.4806814	-0.3726224	-0.2549648	0.167428
465	[1]	-0.3060428	-0.3060428	0.2303222	0.6148269	-0.4239383	0.6102402	0.2939018	-0.05654344	0.6038577	0.5065592	0.5174629	-0.4097871	0.3646536	0.3699505	0.5045068	-0.5081874	0.301821	-0.1255999	0.3556278	0.1002779	-0.4135838	0.5005991	-0.1676806	0.4689133	0.3990833	0.1835103	0.585558	0.3114419	-0.2830423	-0.2716214	0.2446319	-0.1057004	-0.377741	-0.5766303	-0.4383358	0.4129529	-0.1944298	0.08433437	0.2899942	0.2876623	0.6218776	0.2090547	0.5399734	0.5690327	0.4679267	0.620059	-0.006830884	-0.5557188	-0.3199971	-0.1195003	0.4334988
466	[1]	-0.2788739	-0.2788739	0.09933413	0.461356	-0.4862557	0.5110266	0.2364521	0.08110126	0.4303306	0.3839839	0.5098497	-0.3504172	0.3398958	0.2965573	0.5219333	-0.4036571	0.1517065	-0.3192278	0.2624001	0.1047037	-0.3797664	0.4894861	-0.1722854	0.3103995	0.345316	0.02785401	0.5277025	0.3474305	-0.2483309	-0.3857207	0.1742564	-0.115383	-0.4321869	-0.451573	-0.4301622	0.2435235	-0.1690895	0.03942148	0.2617677	0.05830441	0.5603515	0.2416305	0.4257903	0.4212355	0.4832615	0.6084037	-0.01986387	-0.5324386	-0.192774	-0.1573752	0.2645584
467	[1]	-0.3307868	-0.3307868	0.1707733	0.54377	-0.1919603	0.4804421	0.2848349	-0.1323383	0.481318	0.3139377	0.4628066	-0.2741765	0.4081089	0.5857093	0.6776282	-0.4171545	0.3850321	-0.16398	0.2632404	0.1303145	-0.5147537	0.5385508	-0.4291034	0.3580009	0.4419167	0.2995397	0.6776481	0.3264805	-0.2557438	-0.1849114	0.3734138	-0.1565571	-0.3369948	-0.3937443	-0.3647067	0.4474611	-0.02019084	0.1383918	0.3528005	0.4142404	0.652886	0.3500866	0.4632528	0.5965632	0.4048517	0.3836989	0.1669569	-0.5157515	-0.4533718	-0.2310428	0.4020022
468	[1]	0.1268834	0.1268834	0.2903691	0.4733943	-0.5493202	0.8177769	0.1911472	0.3985835	0.7755948	0.624082	0.389542	-0.6402807	0.1394179	0.2821935	0.3223244	-0.4189516	-0.08188485	-0.2085702	0.5357686	0.3243827	-0.1120898	0.2522919	0.03882916	0.1234264	0.5357788	-0.02577021	0.5499557	0.1575388	-0.106093	-0.2206114	-0.09589786	0.02616727	-0.6551777	-0.789336	-0.6505608	0.3871824	-0.5306214	0.2531961	0.4579519	0.2933408	0.5169519	0.1479421	0.6100737	0.4182476	0.562416	0.6443124	0.1144134	-0.4956923	0.08962272	0.3508584	0.2551455
469	[1]	-0.3999354	-0.3999354	0.04232712	0.2433092	-0.2276826	0.2919087	0.005697317	-0.08459634	0.148681	0.207911	0.4092581	-0.08437937	0.3768161	0.3337826	0.5191795	-0.3136913	0.1871302	-0.1685268	0.2124515	0.07700792	-0.2909404	0.4022473	-0.2465436	0.2824231	0.05971629	0.04338026	0.3604019	0.2810411	-0.04888604	-0.124672	0.1840353	-0.08128452	-0.1136735	-0.05384785	-0.08300091	0.1510862	0.04445896	-0.02770935	0.1405628	0.08729558	0.4474863	0.2769837	0.1272038	0.1941192	0.2514601	0.4194516	-0.1799984	-0.3602908	-0.3276221	-0.3669277	0.08408409
470	[1]	-0.1052885	-0.1052885	0.06578714	0.5741205	-0.4159498	0.6837046	0.2014947	0.09917484	0.6116072	0.4274788	0.4186536	-0.619815	0.2305858	0.4984812	0.6088783	-0.4796688	0.08097229	-0.324444	0.4827579	0.2529538	-0.3982174	0.4717082	-0.06501635	0.1483365	0.6340002	0.04471014	0.5373959	0.1923432	-0.3278156	-0.4148254	0.14378	-0.2132534	-0.6147885	-0.7178915	-0.623876	0.3837392	-0.3233607	0.1415443	0.4909241	0.358643	0.6652404	0.2190566	0.5389769	0.6556965	0.4337532	0.5513051	0.2760977	-0.7256826	-0.2060918	-0.02057439	0.1918263
471	[1]	-0.1203262	-0.1203262	0.1772543	0.6185991	-0.2893152	0.5810505	0.01162146	0.06807417	0.5651149	0.5240449	0.4455227	-0.4968821	0.237262	0.08636707	0.304911	-0.2731821	0.1405346	-0.1322842	0.4144464	0.2079366	-0.1350499	0.3670587	0.0471778	0.1239215	0.4165229	0.1222065	0.3220021	0.3827503	-0.158731	-0.2652751	0.2490301	-0.3370725	-0.334494	-0.5816916	-0.44423	0.4095831	-0.2661094	0.1225241	0.4612946	0.2399817	0.4831339	0.07805463	0.4464941	0.3948923	0.423452	0.4806662	0.03976055	-0.3492736	-0.01236556	0.1526731	0.1422785
472	[1]	-0.05660993	-0.05660993	-0.05559191	0.4459254	-0.2481224	0.5635209	0.09554464	0.05261893	0.4929576	0.2894302	0.3059378	-0.5164951	0.1439807	0.5592791	0.5643105	-0.3801754	0.02669777	-0.3694158	0.57657	0.2714873	-0.2369287	0.3203103	0.03776644	0.09250165	0.4911901	-0.02003002	0.3653607	0.02780268	-0.2609327	-0.3737386	0.04989213	-0.2429956	-0.5392105	-0.5422027	-0.5502338	0.1991485	-0.2490294	0.08703096	0.4563539	0.4210981	0.5681216	0.2377667	0.3362917	0.565123	0.3218206	0.4099762	0.3534304	-0.6503133	-0.1755906	-0.001979311	0.04261023
473	[1]	0.5818964	0.5818964	0.0417522	-0.2721492	0.3325756	-0.4280925	-0.1558485	0.3021842	-0.344096	-0.2945863	-0.2907458	0.1841032	-0.2189017	-0.2472921	-0.4782119	0.1694675	0.03512014	0.06084831	-0.3041632	-0.1383167	0.4010509	-0.2674253	0.3497367	-0.3434204	-0.3603723	-0.291265	-0.4210521	-0.2156458	0.2988835	0.3450225	-0.2205713	-0.08556861	0.1620309	0.4309051	0.1125204	-0.3643758	0.08609722	-0.2755976	-0.2434335	-0.2453502	-0.4646479	-0.2306186	-0.5365665	-0.3910235	-0.3924476	-0.2477649	-0.001441267	0.2736892	0.1916265	0.358828	-0.4377168
474	[1]	-0.06648269	-0.06648269	0.2108537	0.4379154	-0.5429606	0.7764656	0.231209	0.2919731	0.6512037	0.5902633	0.4517243	-0.5399368	0.2271998	0.3285745	0.4595834	-0.3929904	0.04194206	-0.2124864	0.5256842	0.3169447	-0.0826789	0.2961256	-0.09764573	0.1920423	0.4950604	-0.04482984	0.5797111	0.2210545	-0.1790136	-0.3250516	0.009480036	-0.03848076	-0.4833401	-0.6411655	-0.5170807	0.3365212	-0.3903976	0.1968495	0.428497	0.1868145	0.5638409	0.2706537	0.5339363	0.4332196	0.4689187	0.6442768	0.03268346	-0.4947024	-0.1508102	0.1595458	0.2988674
475	[1]	-0.2181357	-0.2181357	-0.02158603	-0.4526571	0.1549278	-0.5766022	-0.1161366	-0.385798	-0.5261511	-0.3634421	-0.3145161	0.5683352	-0.1151433	-0.2529503	-0.2966588	0.3107414	-0.1188556	0.3469478	-0.3546686	-0.3524382	0.09891252	-0.3311022	-0.1031989	0.04158067	-0.5102227	0.05957897	-0.4879578	-0.1795494	0.01243267	0.1341648	-0.2247976	0.3924255	0.6907647	0.4590734	0.7884564	-0.1473676	0.2684835	-0.2396115	-0.4567059	-0.2470991	-0.4213975	0.05059577	-0.3505879	-0.5296855	-0.4108379	-0.5220148	-0.3786397	0.6067216	-0.1255036	-0.2892038	0.07634207
476	[1]	0.3811502	0.3811502	-0.2393949	-0.5693213	0.2344087	-0.6087267	-0.1987126	0.2598809	-0.6600778	-0.5091539	-0.3689396	0.3186517	-0.4061528	-0.4461731	-0.6477538	0.2355474	-0.2413958	-0.05152787	-0.467754	-0.1629265	0.4298279	-0.4059944	0.3732005	-0.4378353	-0.4943048	-0.4499847	-0.6061596	-0.2842409	0.2161853	0.2246867	-0.3195982	-0.01687349	0.227479	0.6327602	0.2368044	-0.623546	0.1527937	-0.1197396	-0.2502124	-0.544241	-0.7178271	-0.3168478	-0.6007235	-0.5763214	-0.3918898	-0.3406072	-0.06089386	0.2877718	0.3868631	0.1769513	-0.5344354
477	[1]	-0.2909419	-0.2909419	0.2385929	0.6273252	-0.386246	0.5410385	0.3133873	-0.1066237	0.5517678	0.4888711	0.6063914	-0.3541185	0.5382539	0.4646183	0.6074739	-0.510255	0.3353611	-0.1202297	0.3177326	0.05720127	-0.4357783	0.6319194	-0.3178473	0.3939059	0.3502069	0.1384836	0.6172509	0.4531312	-0.2011194	-0.2111595	0.2640373	-0.06734827	-0.3637119	-0.4917446	-0.4022655	0.3888922	-0.1314726	-0.08106614	0.1967884	0.2643081	0.6660946	0.2247001	0.3913309	0.458714	0.4991436	0.6450385	-0.03119588	-0.5741274	-0.4562245	-0.1190217	0.4208971
478	[1]	0.1046242	0.1046242	0.1853983	0.518178	-0.5589663	0.80691	-0.01981155	0.3618702	0.757827	0.6795926	0.4382787	-0.6725394	0.2154712	0.2111447	0.3384294	-0.452063	0.01328833	-0.239806	0.5067633	0.3434636	-0.06521904	0.2969312	0.09289976	0.04118593	0.5444051	-0.05825037	0.4897369	0.2948426	-0.147695	-0.3402589	0.02432259	-0.1187454	-0.6276155	-0.763221	-0.6597833	0.3289587	-0.5808631	0.1590818	0.422557	0.2096267	0.5466497	0.2051341	0.4897074	0.3649019	0.5640949	0.6770904	0.02129838	-0.5244511	0.09815283	0.4593543	0.2229836
479	[1]	0.02042828	0.02042828	0.1958171	0.5204344	-0.4608494	0.6576104	-0.02762862	0.2460013	0.6610406	0.6177871	0.4679553	-0.592517	0.1980759	0.1882645	0.2929429	-0.4108477	0.0455385	-0.2074681	0.5479555	0.2594096	-0.03430047	0.2533355	0.1459419	0.1741515	0.3815424	-0.04975256	0.2941517	0.3404618	-0.02843743	-0.2386158	0.05467094	-0.2180329	-0.4710231	-0.6187969	-0.5219006	0.1657942	-0.511531	0.1900966	0.3865288	0.1652892	0.4976625	0.2370088	0.4311584	0.2839176	0.4913901	0.6043683	-0.00982813	-0.4908194	0.02615997	0.3505078	0.1882935
480	[1]	-0.03788956	-0.03788956	0.02785404	0.4702868	-0.3044046	0.5162282	0.06316923	0.02765729	0.4455516	0.3865496	0.3284833	-0.5459354	0.159632	0.4098943	0.4584883	-0.3834364	-0.01136134	-0.09929598	0.4653999	0.1469567	-0.1175878	0.337124	0.1037065	0.2012992	0.4682433	-0.1233308	0.372846	0.179556	-0.3297035	-0.4547972	0.0655154	-0.2656688	-0.4035563	-0.5888472	-0.4819502	0.08867862	-0.2586827	0.03904423	0.3580701	0.1517971	0.48555	0.0871634	0.3871299	0.4542135	0.3031936	0.4496546	0.3264286	-0.642314	-0.2352032	0.0228751	0.08856401
481	[1]	-0.07716649	-0.07716649	0.1170006	0.450034	-0.3241979	0.4547542	0.3606816	0.07805143	0.434703	0.3069686	0.3487378	-0.4124798	0.142357	0.3876328	0.4621266	-0.3595928	0.1217141	-0.2085899	0.2735621	0.1366198	-0.3128715	0.3912696	-0.03945755	0.2905535	0.4364262	0.04495528	0.4784017	0.08513811	-0.3375148	-0.3223176	0.07182284	-0.1096084	-0.3834933	-0.525168	-0.4341262	0.296748	-0.1440821	0.06860394	0.3392108	0.1568511	0.4793071	0.1384619	0.4623811	0.5240467	0.3138624	0.4248653	0.212817	-0.5741704	-0.2452128	-0.1547635	0.1787855
482	[1]	-0.2991877	-0.2991877	0.1606919	0.5243738	-0.3760199	0.5601668	0.181661	-0.0610196	0.5424735	0.43452	0.4952968	-0.4699705	0.3220506	0.4427412	0.6643054	-0.3802922	0.2216029	-0.2146684	0.4291563	0.2557308	-0.3686511	0.4923712	-0.1256283	0.2996464	0.5528087	0.1828064	0.4991941	0.2854849	-0.2731525	-0.364175	0.2609615	-0.1803354	-0.3595358	-0.537499	-0.3963702	0.4027891	-0.1610624	0.1506513	0.3664784	0.3195602	0.7049871	0.2795544	0.5309266	0.5846895	0.5130699	0.4686905	0.04805144	-0.5018644	-0.3184844	-0.1927764	0.2317797
483	[1]	0.3035683	0.3035683	-0.02480515	-0.5719116	0.2253489	-0.6328613	0.05469113	0.1349785	-0.6396373	-0.3760326	-0.2659762	0.5149362	-0.1626514	-0.380802	-0.5678746	0.2369484	-0.04481694	-0.03362435	-0.5410754	-0.2669014	0.4346862	-0.2180654	0.1877808	-0.3645536	-0.4609171	-0.3550652	-0.4800164	-0.1430946	0.2450399	0.1585008	-0.177633	0.2110178	0.3734617	0.6199362	0.4303804	-0.4814728	0.3169034	-0.2720026	-0.4075533	-0.5335318	-0.6469694	-0.4255232	-0.5567585	-0.4928482	-0.3949847	-0.2507776	-0.09954458	0.322662	0.0562993	0.1535561	-0.3380034
484	[1]	-0.1457165	-0.1457165	0.165461	0.5569333	-0.2106442	0.5602729	0.2184064	0.04732502	0.5296717	0.3087955	0.4635333	-0.4887543	0.3007946	0.638908	0.6908838	-0.3889851	0.2349664	-0.273436	0.443489	0.2408117	-0.3917995	0.4388277	-0.1914915	0.2710066	0.4305449	0.1692525	0.564307	0.1956411	-0.2215756	-0.2901691	0.1554064	-0.1917161	-0.47545	-0.4888198	-0.4811444	0.3305368	-0.1352943	0.09323249	0.460682	0.4271898	0.6529535	0.3708725	0.4165574	0.5282904	0.3645699	0.4072083	0.2596249	-0.6164389	-0.3190644	-0.1659814	0.2243739
485	[1]	-0.008727	-0.008727	-0.12755	-0.4456924	0.5935401	-0.6486462	-0.2681566	-0.1688872	-0.6094721	-0.5262082	-0.3427825	0.6433214	-0.1583975	-0.4163623	-0.4496252	0.5876006	0.1135279	0.1929953	-0.3993442	-0.1350546	0.3103767	-0.377771	-0.03587245	-0.1475476	-0.5584226	0.1287724	-0.471381	-0.1518299	0.4092337	0.5424599	0.04469054	-0.05252683	0.5230273	0.7692949	0.4857545	-0.261214	0.4824502	-0.05502495	-0.3847194	-0.3195171	-0.5520395	-0.1297009	-0.5594384	-0.5083753	-0.4107383	-0.577971	-0.297746	0.6692434	0.05784893	-0.08355503	-0.295646
486	[1]	-0.1279964	-0.1279964	0.1023221	0.1231172	0.1816725	0.1036409	-0.08126257	-0.04178838	0.06058469	0.148125	0.1135189	-0.04935379	-0.02119702	-0.2302673	-0.1566487	0.1520827	0.1583149	0.2568286	0.1702847	0.1823048	0.07804663	-0.04366591	0.080625	0.09594366	-0.01374639	0.05908065	0.02774443	0.09823551	0.2019949	0.3132187	0.1659967	0.03320241	0.1943773	0.1483073	-0.01117533	0.1172475	0.0193617	0.1929166	0.1201297	0.1152799	-0.04118191	0.07708996	0.07092129	0.03041216	0.1087787	-0.05763135	-0.112101	0.2070228	0.1192494	0.04950341	0.04970944
487	[1]	-0.0549497	-0.0549497	0.005237582	-0.2038606	0.1194339	-0.4039328	-0.03285599	-6.068356e-05	-0.4365654	-0.2178791	-0.01807747	0.3623165	0.03093224	-0.4742681	-0.4655662	0.2052275	0.02475748	-0.01193483	-0.3808199	-0.2563602	0.1909873	-0.08037137	0.05708503	-0.01259241	-0.5587753	-0.1914706	-0.3530245	0.1154894	0.2205233	0.283326	0.007782584	0.08832584	0.2174842	0.5102325	0.1650259	-0.3505105	0.1623616	-0.1912311	-0.396439	-0.5000274	-0.4228429	-0.2403517	-0.4606978	-0.4588024	-0.1230128	-0.04383556	-0.39122	0.3204597	0.1913609	-0.0373913	-0.1665814
488	[1]	-0.1830653	-0.1830653	0.3257106	0.7350701	-0.3561246	0.6543995	0.3159944	0.01504773	0.7097777	0.5193009	0.6252039	-0.5157478	0.3947303	0.4066882	0.5486106	-0.462821	0.3696272	-0.2975364	0.3860707	0.1482011	-0.4259011	0.5043775	-0.2127385	0.3261881	0.4267558	0.2160563	0.6123887	0.394429	-0.1314221	-0.1851831	0.2141583	-0.1945669	-0.5340199	-0.5792932	-0.5831356	0.4243571	-0.3072189	0.1228522	0.4306501	0.4293251	0.6699356	0.2547168	0.5101686	0.5375505	0.5251174	0.5778645	0.08774526	-0.5252996	-0.2328032	0.02569939	0.4920307
489	[1]	0.222967	0.222967	-0.237793	-0.05965109	-0.1115476	0.1185455	-0.1716387	0.3669883	-0.1006813	0.07539921	-0.05074675	-0.1887951	-0.1907776	-0.150833	-0.1088457	-0.09723284	-0.4285467	0.007240231	0.328759	0.1633866	0.3475668	-0.03930242	0.2918264	-0.4194507	0.2161127	-0.358045	-0.1862597	-0.02470502	0.03543452	-0.1022534	-0.09007092	-0.1343193	-0.03323698	-0.08272733	-0.1056311	-0.1133885	-0.1891215	0.1294248	0.3407043	-0.05348668	-0.09175918	0.01601548	0.001220348	0.04146307	0.03440224	0.0671896	0.2911105	-0.131907	0.2707328	0.1253769	-0.4790664
490	[1]	-0.02932354	-0.02932354	0.323877	0.5122029	-0.2030939	0.5539203	-0.02298712	0.1312156	0.5980082	0.6287987	0.4082541	-0.4170723	0.2083534	-0.02659754	0.1339356	-0.1753982	0.09714289	0.07388519	0.4447318	0.2258541	-0.03606839	0.2009407	0.08187422	0.1615188	0.302638	0.1523881	0.2452616	0.3746815	-0.005990762	-0.03003016	0.184657	-0.1145148	-0.2423365	-0.4786172	-0.3656598	0.3545286	-0.3646741	0.2485545	0.4211086	0.2507736	0.3956612	0.1674434	0.4547524	0.2138036	0.4129951	0.3986503	-0.05131856	-0.1603668	0.05989621	0.3857053	0.248223
491	[1]	-0.02578914	-0.02578914	0.2107035	0.3440174	0.1883883	0.1408307	-0.08856949	-0.03849457	0.2425388	0.3026154	0.2543484	-0.2076137	0.2444318	-0.1116478	0.1368947	0.05162203	0.4073531	0.290396	0.07572031	0.2807423	-0.1473876	0.2513013	0.02475407	0.1525481	0.226988	0.2831718	0.1541955	0.324695	-0.02152035	0.1048515	0.4275867	-0.2677404	0.1416573	-0.05708956	-0.05759298	0.3418164	0.04572648	0.06842638	0.1511218	0.1382292	0.2564803	0.2318793	0.1746128	0.1896099	0.2163417	0.02705004	-0.1891637	0.06053088	-0.1211776	0.05020153	0.1118686
492	[1]	-0.1387993	-0.1387993	0.1733999	0.7044869	-0.3771456	0.773041	-0.04694979	0.1266888	0.8455743	0.6593613	0.543843	-0.631493	0.4242231	0.3886107	0.6034782	-0.3978196	0.2436048	-0.1735532	0.5401809	0.298999	-0.3812961	0.4930223	-0.1407809	0.2251191	0.5880739	0.2118532	0.5772744	0.4746096	-0.193302	-0.3022485	0.3234698	-0.2074907	-0.5814757	-0.6984112	-0.6402908	0.5177437	-0.3963957	0.1844672	0.4110385	0.4752986	0.811824	0.4065703	0.5545982	0.5427117	0.6280512	0.612881	0.05646993	-0.496688	-0.123392	0.3200463	0.3807615
