X.1.	miR.001	miR.001	miR.002	miR.003	miR.004	miR.005	miR.006	miR.007	miR.008	miR.009	miR.010	miR.011	miR.012	miR.013	miR.014	miR.015	miR.016	miR.017	miR.018	miR.019	miR.020	miR.021	miR.022	miR.023	miR.024	miR.025	miR.026	miR.027	miR.028	miR.029	miR.030	miR.031	miR.032	miR.033	miR.034	miR.035	miR.036	miR.037	miR.038	miR.039	miR.040	miR.041	miR.042	miR.043	miR.044	miR.045	miR.046	miR.047	miR.048	miR.049	miR.050
129	[1]	0.2584869	0.2584869	-0.04921473	-0.4486078	0.3679925	-0.6100935	-0.1794379	0.1457773	-0.5816216	-0.4169617	-0.2421687	0.4591788	-0.1289142	-0.4344044	-0.5483378	0.387054	-0.04075735	0.07952944	-0.4261783	-0.2648657	0.4237092	-0.2843982	0.1968047	-0.3664678	-0.5985201	-0.2715734	-0.5281849	-0.1042773	0.342004	0.3389691	-0.1604729	0.04008326	0.3475782	0.7171697	0.3251458	-0.4686384	0.2467676	-0.2684216	-0.3552239	-0.4485321	-0.592506	-0.2204025	-0.6908361	-0.6180444	-0.3751354	-0.3215565	-0.1993713	0.469008	0.2221221	0.2426654	-0.3526801
130	[1]	0.3375335	0.3375335	-0.2156196	-0.1323625	-0.3380686	0.2630628	-0.1044436	0.4976571	0.1251137	0.106851	-0.0304623	-0.4024976	-0.2548269	0.01635723	-0.02220968	-0.2622364	-0.2974632	-0.2865174	0.1858822	0.330612	0.2344452	-0.1093988	0.3157263	-0.2662699	0.2566705	-0.3916305	0.04176958	-0.1370979	0.05099381	-0.1924168	-0.2509009	-0.08338282	-0.3209341	-0.2173036	-0.2658087	-0.2467697	-0.337613	0.2103135	0.2215967	-0.1517307	-0.02772209	-0.09692851	0.0626143	0.03262435	0.1960891	0.2627014	0.07461777	-0.3323001	0.3440718	0.2571365	-0.3079333
131	[1]	-0.2077632	-0.2077632	0.2507102	0.740718	-0.3886656	0.74813	0.318537	-0.02432538	0.7640299	0.6284498	0.5792764	-0.5931592	0.3950502	0.3985648	0.5887744	-0.4867073	0.2745668	-0.07998389	0.4547918	0.2179462	-0.4234487	0.4620272	-0.189964	0.410081	0.5217253	0.2134258	0.6071504	0.3740784	-0.3356131	-0.3549116	0.2445034	-0.237168	-0.4754479	-0.7197778	-0.5838321	0.5040146	-0.3242498	0.1690758	0.4524006	0.4237444	0.7342037	0.2776711	0.6497814	0.573788	0.4739833	0.5976064	0.1196699	-0.5606	-0.3043231	0.03189295	0.5180585
132	[1]	0.1786106	0.1786106	-0.06277787	-0.2040274	0.3270359	-0.2477606	-0.2902935	0.1360929	-0.1261737	-0.2274844	-0.2661936	0.2562299	-0.17782	-0.1632662	-0.351945	0.3082146	0.1473549	-0.08241492	-0.306706	-0.1162014	0.1754194	-0.3127758	0.2467807	-0.03310873	-0.4152067	0.0629289	-0.1876601	-0.1356489	0.424548	0.4499157	-0.059379	-0.1717816	0.03867725	0.355373	0.04894407	-0.164177	0.2877584	-0.0292333	-0.2488169	-0.2097132	-0.3054704	-0.18741	-0.2939543	-0.3493785	-0.2430857	-0.1332109	-0.2845027	0.2678799	0.2900858	0.3353978	-0.1819964
133	[1]	0.1237469	0.1237469	-0.1844292	-0.4514006	0.4836928	-0.6684253	-0.3420969	-0.1531543	-0.5896485	-0.447195	-0.386651	0.5117391	-0.2531374	-0.4959312	-0.5462898	0.5286655	-0.1196004	0.2867485	-0.3296079	-0.2853217	0.4219432	-0.4223579	0.1865575	-0.2726943	-0.5727762	-0.1365866	-0.6673311	-0.2203015	0.2722155	0.3831565	-0.1587642	0.09508839	0.5382632	0.6623745	0.4622843	-0.3518809	0.2222818	-0.2920551	-0.4387635	-0.338371	-0.5793011	-0.1174956	-0.6931345	-0.5934483	-0.4667254	-0.5693935	-0.1920964	0.6680167	0.1799177	0.06783535	-0.3349201
134	[1]	0.2222773	0.2222773	-0.2524225	-0.432419	0.1626639	-0.417339	-0.2942724	0.2191141	-0.4573795	-0.3072793	-0.314233	0.0822387	-0.322875	-0.4159689	-0.5177764	0.1019122	-0.3171957	0.1871755	-0.3431208	-0.1573982	0.2694303	-0.3183587	0.2996922	-0.3169322	-0.4110459	-0.4199277	-0.4551827	-0.2088236	0.1899679	0.3130655	-0.2606494	0.09696675	0.2451458	0.4800889	0.2165629	-0.4095546	0.03720339	-0.08917282	-0.2191634	-0.3589106	-0.5158523	-0.2207555	-0.5238061	-0.50388	-0.2493715	-0.2190169	-0.140133	0.2172771	0.441521	0.07573554	-0.3933467
135	[1]	-0.08150759	-0.08150759	0.1953223	0.3298154	-0.2275537	0.1887318	-0.009333975	-0.08203399	0.167621	0.4472751	0.3568867	-0.256595	0.2092296	-0.2785186	-0.06358695	-0.1983289	-0.1718335	0.3206838	0.1823599	-0.1534362	0.168635	0.2099558	0.2336834	-0.0203426	0.0291341	-0.1691493	-0.07020855	0.3301658	-0.1321976	-0.1742035	-0.01665843	-0.0267988	0.08051013	-0.2585247	-0.09352897	0.09551205	-0.2652256	-0.1784696	0.1549146	-0.05025946	0.1134587	-0.1745767	0.04776711	-0.1175082	0.2470362	0.3066186	-0.0545069	-0.03816307	0.1128197	0.112069	0.003420604
136	[1]	0.02933702	0.02933702	0.1091813	0.5853527	-0.2529599	0.7019475	0.006812989	0.1432992	0.7186291	0.532084	0.3627836	-0.7401601	0.1442586	0.3593606	0.4653111	-0.3248729	0.07967627	-0.1769835	0.5318095	0.4708639	-0.3709954	0.2917843	0.07818979	0.2064395	0.6174878	0.1398506	0.4222077	0.229533	-0.137175	-0.2231984	0.1641504	-0.3114756	-0.5816716	-0.7176929	-0.6214917	0.3659579	-0.3593441	0.3088659	0.5458959	0.395004	0.6254286	0.2684582	0.6139124	0.5322608	0.4634874	0.4381331	0.1549272	-0.5669427	0.002912021	0.1948223	0.1588312
137	[1]	-0.3489791	-0.3489791	0.2609348	0.5251963	0.0684486	0.1693282	0.1763654	-0.2657909	0.2652975	0.3612076	0.5078715	-0.1143711	0.608875	0.1455607	0.4602356	-0.2515844	0.4842339	0.2857739	0.0579242	0.03974115	-0.3309759	0.5826902	-0.2874234	0.3273762	0.141616	0.3554522	0.2981283	0.5030995	-0.2012092	-0.05756311	0.5484932	-0.2785866	0.1417034	-0.1055481	-0.01656287	0.4537395	0.1881561	-0.1240038	0.07328736	0.1983677	0.5101865	0.1911102	0.1472938	0.2862001	0.2975231	0.2734024	-0.2073951	-0.1398284	-0.5047973	-0.2851543	0.3484898
138	[1]	-0.05291167	-0.05291167	0.129232	0.5319066	-0.3970345	0.6892761	-0.02036191	0.1903504	0.7109814	0.6304451	0.3638303	-0.6260256	0.07619905	0.162055	0.2443151	-0.3798226	0.04362328	-0.1437401	0.4695855	0.3040002	-0.1698167	0.1664654	0.1555382	0.2210196	0.5194603	0.1196906	0.3831729	0.2938387	-0.1138102	-0.22172	0.1415584	-0.2207823	-0.4451677	-0.6677818	-0.5236407	0.3216625	-0.3899253	0.4211965	0.5296217	0.3032779	0.4871667	0.149273	0.6596493	0.4189001	0.5357225	0.4964657	0.06076125	-0.4185694	0.1660529	0.3367334	0.2426429
139	[1]	0.05613111	0.05613111	0.02812911	0.3945193	-0.1272308	0.5706839	-0.02609558	0.2115305	0.4391844	0.3731706	0.2216161	-0.5167792	-0.02552429	0.2026216	0.3105691	-0.1753696	-0.05912981	-0.06015699	0.5606044	0.4770689	-0.1015088	0.199942	0.0944743	0.01688135	0.5755634	0.02708707	0.3161265	0.04129302	-0.1298277	-0.1437773	0.1100905	-0.1905549	-0.3206352	-0.5135337	-0.4402641	0.3818507	-0.3260258	0.3357181	0.6209421	0.3071175	0.3752853	0.2881249	0.4725755	0.5099882	0.2915832	0.2267818	0.2644972	-0.4117945	0.005197719	0.06368046	-0.04913014
140	[1]	-0.1473676	-0.1473676	0.1950884	0.5132253	-0.195919	0.3113713	0.2569216	0.06027893	0.3820368	0.3211354	0.5195169	-0.3670196	0.354065	0.2879267	0.4381213	-0.3268533	0.326797	-0.1861622	0.1433352	0.06514262	-0.2566693	0.502297	-0.02764537	0.3043634	0.2168138	0.04777833	0.3618685	0.3434446	-0.1612529	-0.2494021	0.2614725	-0.2696343	-0.3375696	-0.3166852	-0.4294088	0.1624281	0.05621486	-0.1148185	0.1526659	-0.009819611	0.507115	0.1168801	0.2129172	0.3449997	0.4046765	0.5092772	-0.006264265	-0.481839	-0.2605734	-0.06526151	0.1751197
141	[1]	-0.06341802	-0.06341802	0.1355497	0.4702214	-0.4446297	0.619941	0.07413449	0.1186696	0.677751	0.4792711	0.3202799	-0.6379729	-0.001151543	0.2245874	0.2261654	-0.4498436	0.02241729	-0.1858652	0.4004397	0.1384776	-0.2067096	0.1378252	0.1497412	0.1627021	0.4909803	0.06584478	0.342466	0.2230891	-0.02825741	-0.1381299	0.06604742	-0.3317421	-0.5262513	-0.6640095	-0.5518532	0.1820868	-0.464878	0.4454134	0.4859228	0.3246604	0.4362472	0.09813341	0.6127026	0.3913031	0.4435934	0.4611177	0.1809408	-0.5273308	0.181321	0.296209	0.247978
142	[1]	-0.3443851	-0.3443851	0.09921341	-0.05923487	-0.06459046	-0.1660916	0.07245984	-0.4140885	-0.08782876	0.06560558	-0.001633129	0.3229932	0.1225652	-0.1447256	-0.1090567	0.1551442	0.02366397	0.2624661	-0.08149105	-0.1763313	0.0009714739	-0.04647721	-0.2745597	0.3143876	-0.1415272	0.1945815	-0.08446276	0.0820554	-0.2080094	-0.1238932	0.0290307	0.5148974	0.390248	0.02661351	0.3852177	0.1035047	0.05350322	-0.117328	-0.3649853	-0.03862769	-0.07247159	0.1636979	0.02036461	-0.09782649	0.03536599	-0.2125755	-0.2044112	0.3959366	-0.1797934	-0.207957	0.3954856
143	[1]	-0.1477482	-0.1477482	0.092763	0.524488	-0.454942	0.6536725	0.2902172	0.04551295	0.6023288	0.4640589	0.4502116	-0.5808364	0.1990912	0.4329331	0.6326286	-0.4833845	0.09395912	-0.2020626	0.4637655	0.3181145	-0.3534246	0.3942288	-0.05985662	0.3371324	0.6030135	0.1074433	0.5511074	0.1621064	-0.3522066	-0.4403271	0.1099529	-0.2034568	-0.478239	-0.6812367	-0.5141793	0.3040923	-0.296194	0.2240374	0.4532583	0.2864797	0.6689782	0.2318417	0.6203944	0.599984	0.4882705	0.5142757	0.1782818	-0.6074869	-0.2169165	-0.1639995	0.2140085
144	[1]	-0.0384519	-0.0384519	0.1252545	0.5371923	-0.4143186	0.7220734	0.05839205	0.1717611	0.634556	0.6108186	0.415941	-0.5884062	0.1389531	0.2138429	0.3077148	-0.4065876	0.005347865	-0.151876	0.5749028	0.3639958	-0.08875473	0.293463	0.06302134	0.2122511	0.592039	-0.002183761	0.4515315	0.2894168	-0.1115765	-0.2552188	0.1450881	-0.2053367	-0.4867147	-0.6947972	-0.585501	0.2809048	-0.4201979	0.3851709	0.5404251	0.2446204	0.472313	0.1201184	0.6327045	0.5070813	0.532557	0.5561752	0.1734868	-0.5622189	-0.01334724	0.2297954	0.1617701
145	[1]	-0.05827175	-0.05827175	-0.1556945	-0.335183	0.1100221	-0.4879577	-0.02895055	0.03886397	-0.5551879	-0.336979	-0.1035904	0.5470131	0.006602226	-0.2187154	-0.1972351	0.1102275	-0.02576696	-0.03747343	-0.2822733	-0.2574068	0.2769796	-0.02299147	-0.1170352	-0.1083132	-0.5095741	-0.1916916	-0.3134658	-0.03784189	0.1647449	0.1258284	-0.04049045	0.1364938	0.4211929	0.6020346	0.4670067	-0.325297	0.3006439	-0.2236034	-0.3052191	-0.3831621	-0.3465662	-0.1749453	-0.4890952	-0.3536998	-0.2951003	-0.09747205	-0.2011226	0.2398914	-0.1175804	-0.1974692	-0.2471028
146	[1]	-0.1602127	-0.1602127	0.3089265	0.7556952	-0.3662873	0.7336336	0.342739	0.04414439	0.7731759	0.5932219	0.5901162	-0.6262812	0.3564385	0.4164397	0.6169808	-0.422645	0.2490721	-0.09496451	0.5120256	0.3040287	-0.3814245	0.5141375	-0.1660311	0.4163471	0.598357	0.2822956	0.6680875	0.3214622	-0.267363	-0.2867569	0.236148	-0.1675195	-0.4950682	-0.7349055	-0.5992305	0.5359671	-0.2909797	0.247388	0.5109488	0.4573593	0.7283081	0.214781	0.6980804	0.6383596	0.5968374	0.5671311	0.1543496	-0.5685253	-0.2570161	-0.04373233	0.4125184
147	[1]	-0.06939526	-0.06939526	-0.006891644	0.5352932	-0.3718258	0.7085092	-0.1947481	0.165909	0.6583105	0.5888734	0.3682669	-0.5765808	0.2269534	0.2276365	0.3524863	-0.3898983	0.1080364	-0.1736846	0.511309	0.4279814	-0.2092803	0.3001658	-0.01055729	0.07677763	0.5880619	0.1418599	0.4302938	0.3617763	-0.1905067	-0.3025271	0.2449959	-0.2367229	-0.4580447	-0.6380818	-0.5053006	0.4003725	-0.3654824	0.3225063	0.5232798	0.3652855	0.5265381	0.2889619	0.5369987	0.4534448	0.5368237	0.5002419	0.01982821	-0.4755798	0.03745742	0.373116	0.2139176
148	[1]	-0.1442685	-0.1442685	0.09676759	-0.2572584	0.2112445	-0.4198406	-0.1232615	-0.2055427	-0.3099791	-0.2195442	-0.1509519	0.3016935	0.01463693	-0.1943018	-0.2149376	0.3148773	0.02885654	0.2533481	-0.2643302	-0.2176353	0.01022732	-0.1842782	-0.1049347	0.01634123	-0.379397	0.1419453	-0.3507125	0.0399456	-0.04547046	0.1177535	-0.005576066	0.3582183	0.4739119	0.3273066	0.5377221	-0.07209677	0.2358	-0.2195683	-0.3692274	-0.2098185	-0.2542153	0.1369287	-0.3200815	-0.4278314	-0.1629243	-0.3827346	-0.349986	0.4644286	-0.1081667	-0.1297968	0.1271767
149	[1]	0.1353238	0.1353238	-0.2624005	-0.2376828	-0.0791835	-0.1828887	-0.304279	0.1522343	-0.193082	-0.1165289	-0.1752307	-0.06490508	-0.3088957	-0.3400846	-0.3499648	-0.01056324	-0.2954707	-0.1619381	-0.2036041	-0.09334877	0.2717896	-0.3016196	0.2993725	-0.1925081	-0.235882	-0.337965	-0.37552	-0.1186684	0.2540822	-0.01445775	-0.250961	-0.1678959	-0.03696573	0.114879	0.01641908	-0.3723003	-0.09413403	-0.03252342	-0.05484375	-0.3442715	-0.3154687	-0.2740561	-0.2745775	-0.3315169	-0.1345702	0.0108628	-0.1282234	0.02703625	0.4496469	0.1528493	-0.2718651
150	[1]	-0.09494487	-0.09494487	0.2683788	0.7156042	-0.2946539	0.7104602	0.03979003	0.09631314	0.7443722	0.6671984	0.5602671	-0.6362351	0.386912	0.2251546	0.4955661	-0.3795999	0.3567124	-0.05359196	0.4633372	0.3600234	-0.3296973	0.4886746	-0.03189233	0.2516656	0.58582	0.2379683	0.5571104	0.4715753	-0.2029837	-0.2284785	0.3819976	-0.337	-0.4107432	-0.6279281	-0.5415587	0.4872732	-0.3413327	0.2177214	0.4822387	0.368936	0.6826499	0.2641366	0.5832128	0.5409026	0.5605079	0.5665665	-0.00537276	-0.4976805	-0.1859716	0.1946559	0.3558952
151	[1]	-0.1752297	-0.1752297	-0.1105031	0.2853791	-0.4081295	0.2866456	0.08208605	0.05216216	0.04900647	0.2631121	0.3531763	-0.1381169	0.2218308	0.04386146	0.3112652	-0.3846539	0.01904875	-0.003952781	0.2485738	0.03543021	0.09136936	0.4053844	-0.03395959	0.07084285	0.2410198	-0.268192	0.2327087	0.232338	-0.4032252	-0.4379349	0.07546936	-0.1115575	0.02485969	-0.2194235	-0.1436525	0.1215713	-0.0778477	-0.1602308	0.1573474	-0.1311633	0.258576	0.1178089	0.103386	0.2401709	0.2234891	0.4219301	0.01975465	-0.2981128	-0.3097654	-0.2244147	-0.07082016
152	[1]	0.2868286	0.2868286	-0.03950324	-0.3237431	0.2386738	-0.4332488	-0.1892309	0.1162784	-0.3784284	-0.1762784	-0.1578382	0.259182	-0.1719879	-0.4901204	-0.4932034	0.3039806	-0.09248076	0.1596646	-0.2604418	-0.1506252	0.4614236	-0.1880633	0.3144984	-0.2958338	-0.3155255	-0.2444758	-0.4515441	-0.04104395	0.1152287	0.1496394	-0.1028798	0.163288	0.3538463	0.4184512	0.2684966	-0.3014679	0.0483885	-0.1915623	-0.2795505	-0.3539229	-0.4636679	-0.2311088	-0.454587	-0.4400686	-0.1807888	-0.2680519	-0.06771144	0.3929893	0.201706	0.2015127	-0.3429036
153	[1]	0.336994	0.336994	0.03448788	-0.1138569	-0.1948924	0.09276753	-0.1207607	0.3323163	0.06591304	0.2433562	0.03397922	-0.08384335	-0.1019033	-0.2294826	-0.2796445	-0.07341768	-0.08915214	-0.07273741	-0.006334588	-0.01086273	0.4896441	-0.1339879	0.3745096	-0.1956449	-0.005779291	-0.3566395	-0.08365606	0.04692798	-0.01563338	-0.1539896	-0.1997572	0.13592	-0.03790262	-0.04611381	-0.1129433	-0.2132359	-0.2525436	-0.08658856	-0.04417347	-0.2743315	-0.1677211	-0.1266902	-0.1278951	-0.2109433	0.08479784	0.1835273	-0.06242774	0.06582091	0.21167	0.4999916	-0.1267211
154	[1]	-0.002111088	-0.002111088	0.1203494	0.5277901	-0.4065597	0.6811897	0.3210003	0.0715216	0.6489624	0.4805426	0.432412	-0.613815	0.2351589	0.5612419	0.6209682	-0.4985261	0.04262127	-0.1965687	0.4611963	0.272592	-0.3194852	0.3806526	-0.0974519	0.2223968	0.5719474	-0.007293658	0.5995071	0.1260113	-0.2970465	-0.3921064	-0.03241805	-0.05227641	-0.5728859	-0.708825	-0.6043525	0.319298	-0.3505995	0.07303942	0.4385397	0.3769391	0.6283707	0.219527	0.4983843	0.5156466	0.4567553	0.5167583	0.2571853	-0.638953	-0.223366	0.03740826	0.3134274
155	[1]	-0.133163	-0.133163	0.2887156	0.7635241	-0.2757392	0.7134121	0.08945485	0.03970779	0.8093121	0.6604024	0.6132853	-0.6443813	0.4716336	0.3729726	0.6704633	-0.3490208	0.400627	-0.04843961	0.5006392	0.3944279	-0.4237674	0.5895543	-0.1521443	0.352061	0.6210435	0.3006332	0.6265864	0.4867741	-0.243907	-0.2826901	0.4227823	-0.2861814	-0.4375337	-0.6610062	-0.5620423	0.5754583	-0.3031352	0.1407954	0.400729	0.4482643	0.8258959	0.3739826	0.601923	0.6177165	0.6207441	0.5628373	0.02248371	-0.5081516	-0.3232663	0.0900857	0.4212209
156	[1]	-0.1533978	-0.1533978	0.029067	0.6157335	-0.2199343	0.6302823	0.1193988	-0.05111347	0.703944	0.357337	0.3281828	-0.6341157	0.1875043	0.5486372	0.6499382	-0.3488888	0.150642	-0.1288015	0.5412029	0.372897	-0.5324868	0.4035766	-0.1809562	0.2061039	0.7249622	0.3079293	0.5621361	0.1233164	-0.2878907	-0.2855281	0.2661855	-0.2805839	-0.5246947	-0.6796342	-0.5764171	0.5393114	-0.3145384	0.3459962	0.5363123	0.6791398	0.6979469	0.2946495	0.6522732	0.7751441	0.4967907	0.3157717	0.3523927	-0.6041937	-0.1937904	-0.008743004	0.3832835
157	[1]	-0.08656059	-0.08656059	0.07758868	0.5232229	-0.4026647	0.6060492	0.3079933	0.1001127	0.5316961	0.378367	0.4290923	-0.4952618	0.2177454	0.4394823	0.5366824	-0.4298164	0.1234336	-0.3065401	0.4288821	0.2343659	-0.2922447	0.4576203	-0.08615802	0.2644075	0.53231	-0.01425487	0.5719854	0.1600393	-0.338682	-0.4297061	0.09482065	-0.1546379	-0.5264848	-0.6039067	-0.5742086	0.2704739	-0.2336889	0.1258361	0.4006535	0.2961833	0.5582625	0.1516469	0.5098126	0.6168704	0.4357155	0.5364134	0.3108296	-0.6432391	-0.2254163	-0.07019248	0.2070588
158	[1]	-0.2540948	-0.2540948	0.4619785	0.627357	-0.00495918	0.3614822	0.2910598	-0.08455982	0.501101	0.4678672	0.5686096	-0.3609269	0.4623518	0.1076527	0.4240416	-0.09110022	0.4549721	0.1727299	0.164171	0.09876997	-0.2885736	0.5178836	-0.2120032	0.3884602	0.2943408	0.3810288	0.4703306	0.5014124	-0.1495906	-0.08322928	0.5020386	-0.1583236	-0.08424846	-0.3029799	-0.2749055	0.5113521	-0.008281933	0.06683178	0.2429742	0.2751704	0.5482987	0.1433364	0.3955987	0.3913854	0.4368841	0.3162868	-0.03320207	-0.1589053	-0.3057184	-0.1615808	0.425844
159	[1]	-0.1244644	-0.1244644	0.2410473	0.7135498	-0.467142	0.8287761	0.1165094	0.1509607	0.8358974	0.7197824	0.5942651	-0.6907472	0.420073	0.3790798	0.6466489	-0.5194714	0.2633114	-0.1669823	0.500185	0.2979071	-0.36051	0.5117047	-0.07712006	0.3382987	0.5863381	0.1632398	0.6810224	0.4478283	-0.3222547	-0.3857674	0.2627023	-0.2302264	-0.5454934	-0.7511148	-0.6233794	0.4513016	-0.3866191	0.1625521	0.4448142	0.393675	0.8004942	0.317087	0.602198	0.551508	0.6433624	0.7060348	0.02246208	-0.5615361	-0.1779644	0.1275576	0.4071443
160	[1]	0.5425706	0.5425706	-0.1528858	-0.5288197	0.1117637	-0.4420387	-0.1138018	0.4645846	-0.4803374	-0.3675515	-0.3212255	0.1399878	-0.3541459	-0.3254341	-0.59585	0.1222349	-0.347645	-0.1437246	-0.335531	-0.1317157	0.4673546	-0.3007186	0.4266251	-0.5867962	-0.3488293	-0.5425864	-0.547755	-0.2752878	0.2288641	0.1021849	-0.3542169	0.05346301	-0.005582516	0.3884374	0.06730928	-0.5610948	0.002925296	-0.2094194	-0.1862176	-0.4823067	-0.6082154	-0.3089276	-0.5692795	-0.4665617	-0.3103808	-0.1414042	0.0803957	0.07734531	0.4258568	0.3741386	-0.5532429
161	[1]	-0.06668671	-0.06668671	0.02170605	0.4521951	-0.2547135	0.6194796	-0.09765943	0.1081052	0.6192491	0.4141053	0.1977329	-0.6380553	-0.03845935	0.2703046	0.2867597	-0.1317599	-0.05396405	-0.1689597	0.5704172	0.3881413	-0.2393918	0.1327555	0.1351933	0.07650194	0.6209111	0.1555434	0.3229768	0.09949286	-0.1735504	-0.2684668	0.1370364	-0.1612962	-0.4757413	-0.6608537	-0.5221227	0.3792005	-0.3748526	0.3808538	0.5369784	0.3978078	0.460075	0.2101982	0.6270165	0.5516713	0.4171496	0.2775281	0.2501828	-0.4613926	0.1261718	0.2453842	0.1664638
162	[1]	-0.1372364	-0.1372364	0.1813393	0.6825652	-0.4940662	0.7882941	0.09536544	0.1678734	0.8087088	0.6687289	0.5730321	-0.7065778	0.3519105	0.3837094	0.6237529	-0.4953543	0.2091446	-0.2735131	0.4659251	0.3297264	-0.3132681	0.4866242	-0.07606667	0.3667502	0.5878384	0.1247756	0.6701664	0.4070537	-0.2815942	-0.4507006	0.233357	-0.2225351	-0.605618	-0.7755587	-0.6523637	0.3692218	-0.3554422	0.1985671	0.4014676	0.3036649	0.7683927	0.2623966	0.6055234	0.5503586	0.6759795	0.6840933	0.09077488	-0.6209838	-0.08776496	0.1008841	0.3526148
163	[1]	0.04032256	0.04032256	0.1284158	0.2905536	-0.6056736	0.5169057	0.06868295	0.3284471	0.4014904	0.5305198	0.4178658	-0.4330788	0.1733336	0.05630397	0.2349284	-0.3949391	-0.09004094	-0.101536	0.3385972	0.2387267	0.004126251	0.2650652	0.1413398	0.09141782	0.318354	-0.2096871	0.2395357	0.2882588	-0.252038	-0.4134655	-0.05937946	-0.03170104	-0.3096483	-0.4877474	-0.3496654	0.07319919	-0.4346589	0.04787938	0.285635	-0.1795519	0.3601542	0.2383337	0.3456042	0.1318114	0.4209677	0.5998219	-0.1835147	-0.3849744	-0.007310802	0.2553852	0.05403695
164	[1]	-0.2096142	-0.2096142	0.1818139	0.6742553	-0.4701683	0.6931064	0.2818292	0.04276502	0.7183508	0.5189458	0.5480785	-0.5513276	0.3610236	0.5304648	0.6607133	-0.5452834	0.2357791	-0.2087131	0.4568179	0.1598402	-0.4323431	0.5271938	-0.2107657	0.4045406	0.5492315	0.162824	0.701441	0.3245662	-0.3040288	-0.3437168	0.2002895	-0.1837188	-0.5278187	-0.6729467	-0.5838542	0.4221223	-0.3025759	0.1661002	0.4190752	0.4149543	0.7274576	0.3010444	0.6083338	0.6360144	0.5841621	0.6309985	0.1644342	-0.6639533	-0.2980535	-0.04928911	0.4578249
165	[1]	-0.4524675	-0.4524675	0.3306226	0.6092526	-0.4570779	0.4862386	0.1564613	-0.19916	0.4944661	0.5411968	0.6979012	-0.2402748	0.5640879	0.1911496	0.5222684	-0.4051504	0.2892708	-0.04266691	0.3355196	-0.02225044	-0.2840105	0.6135458	-0.1835695	0.3999887	0.1830738	0.0974739	0.377921	0.524029	-0.1494923	-0.2516462	0.2502688	-0.1622913	-0.2053924	-0.4099082	-0.2743407	0.3866018	-0.2115898	-0.1231504	0.1042703	0.1268495	0.6640521	0.2391348	0.3590456	0.2747699	0.4614303	0.6373276	-0.2114159	-0.3695528	-0.3880385	-0.1289681	0.3765368
166	[1]	0.26917	0.26917	-0.1976843	-0.4214987	-0.01236253	-0.2754999	-0.2168328	0.1992839	-0.253991	-0.2938098	-0.2923138	-0.01305644	-0.4575081	-0.2885486	-0.4808878	0.1545458	-0.3354154	-0.1875254	-0.1822555	-0.02852473	0.3480688	-0.4014172	0.3738537	-0.3799181	-0.1506974	-0.3445497	-0.5044699	-0.2494998	0.314441	0.08433473	-0.3074589	-0.1326877	-0.04559813	0.1564626	0.03957879	-0.4042412	-0.1221545	0.1306489	-0.07035277	-0.3265326	-0.4652898	-0.271011	-0.2329595	-0.3339778	-0.1872162	-0.1860645	0.01043173	0.0504664	0.4346363	0.2935547	-0.3617232
167	[1]	-0.1505381	-0.1505381	0.0048121	0.6175468	-0.4580474	0.7006197	-0.01771934	0.0875712	0.7046229	0.5755537	0.3973803	-0.6388067	0.1901171	0.1745744	0.3902268	-0.2935632	0.03859736	-0.1831562	0.479389	0.286113	-0.1719904	0.3314372	-0.004246764	0.232782	0.6140056	0.0980341	0.4740611	0.3348945	-0.2538925	-0.4672937	0.2310714	-0.196615	-0.5331092	-0.7534093	-0.6388795	0.3630429	-0.4216849	0.267729	0.3505431	0.2891243	0.5938082	0.1307975	0.6137717	0.5440085	0.5621319	0.5075412	0.1907193	-0.4543269	0.1014715	0.203171	0.262056
168	[1]	-0.07702298	-0.07702298	-0.008995813	-0.4853272	0.2247036	-0.609085	-0.1104576	-0.233866	-0.5473879	-0.4134112	-0.3000465	0.5042503	-0.164366	-0.2644824	-0.3959303	0.3970862	-0.1261771	0.2176068	-0.3113321	-0.3061234	0.2082515	-0.3579503	-0.02468019	-0.1045135	-0.486049	-0.00975218	-0.5501927	-0.1551897	0.07107484	0.1407632	-0.2010766	0.4112493	0.5588339	0.4933876	0.6497643	-0.3017535	0.2275855	-0.2109787	-0.4246313	-0.3309456	-0.50312	0.03820756	-0.4431431	-0.5341616	-0.3525361	-0.5318946	-0.2655105	0.5433011	-0.06057261	-0.1174048	-0.01663267
169	[1]	-0.0185999	-0.0185999	-0.352986	0.06068771	-0.05011119	0.1445897	-0.2156331	0.02729182	0.02537299	-0.08918726	0.02812021	-0.127442	-0.05894107	0.01727038	0.1680517	0.1080976	-0.08666279	-0.2170393	0.2975794	0.3166973	0.1375406	-0.02683952	-0.02257163	-0.009563247	0.2038399	-0.1299976	0.06354703	-0.06311659	0.0797569	-0.1848346	-0.05321675	-0.2922179	-0.1936184	-0.08592627	-0.2339957	-0.07892232	-0.01014626	0.1069687	0.0484659	-0.002570065	0.1029629	0.1063175	0.03986134	0.1341944	0.123678	-0.003138216	0.2018203	-0.1123867	0.06831631	-0.0770071	-0.2454828
